id,Соотношение матрица-наполнитель,"Плотность, кг/м3","Модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2"
213,3.019956613,1899.218029000,1025.931930000,125.984805900,21.457780230,279.017391300,160.421455700,73.399395370,2603.888835000,299.197627700
214,1.544947168,1967.175620000,533.066422600,80.369763630,21.321777460,346.755678200,82.184274860,72.137409900,2083.802300000,267.297949000
215,3.125500880,1995.684721000,1360.033813000,103.295747700,21.846805860,277.368474700,500.313890200,72.456447460,2186.140055000,183.668352700
216,2.509977315,1912.215145000,1056.096385000,87.198839950,21.883152070,252.331069100,781.355358200,71.555459600,2029.147825000,206.428711900
217,4.414415886,1901.586009000,1000.289288000,98.244088690,24.481028010,288.401848700,399.870133600,81.203146720,2371.299242000,251.359279300
218,4.802416428,1953.710048000,1038.508782000,118.999585200,25.188429220,277.546456800,463.400604800,74.456655790,2326.854626000,234.430573000
219,2.367495138,1926.596503000,932.803560400,86.777652280,24.810187860,272.239212500,267.140817500,74.868684220,2883.636497000,271.913715600
220,2.689064008,2059.842529000,538.736628100,137.118584300,25.401720280,263.387024300,1004.066062000,68.062377140,2643.225518000,294.421622100
221,2.051710134,2161.565216000,1012.659478000,145.167640000,24.603620870,274.893657300,837.480364400,81.175230550,2011.622551000,176.817504600
222,3.591310245,1963.786309000,882.534863700,103.209536800,20.085981400,260.527628100,525.296498400,69.342362470,2997.226930000,148.771905900
223,2.423458467,2142.065822000,1023.452750000,94.895267000,22.054219450,277.987973600,865.085410700,78.139784950,2964.005840000,211.530319200
224,1.534731127,2182.751822000,400.855580300,118.766916700,24.168972770,326.049475800,556.740491600,78.474256760,1773.569546000,285.111003300
225,1.742329313,1912.793826000,607.255667300,96.372119180,22.639101330,250.095122300,507.939903900,72.818935840,2391.969073000,143.264559500
226,3.515680487,1937.658169000,363.126654500,89.316138260,23.085515120,246.305282500,128.695518600,65.979990500,2723.855704000,247.964747900
227,2.927796603,2006.130229000,950.619006200,154.668799700,24.180832230,295.136522100,710.118282700,69.215143870,1337.748317000,142.512091700
228,2.179434815,2045.563517000,616.082674900,86.483054850,19.370401460,269.526393300,278.421239900,74.536589560,2744.649094000,260.966749900
229,4.922781440,2071.260438000,408.294675600,100.333695800,20.478443470,318.392903900,691.280873100,71.729136220,2528.068046000,159.365452100
230,2.066301206,2044.374641000,435.555686000,158.561608500,20.625657580,270.275409300,641.592129200,74.557207890,1325.301747000,151.682036800
231,4.309295719,2060.640215000,496.265964600,131.400997900,17.897419170,340.288665200,929.019415500,79.864196720,2228.349102000,168.444105700
232,1.719814267,2056.616323000,1546.290886000,126.109863500,21.950930970,270.407471200,633.390972700,71.337571990,2811.005983000,200.116156100
233,4.371094645,1976.344005000,364.793754100,79.244806630,23.466818270,270.299679700,775.305859100,76.270801830,2259.100944000,178.018403300
234,3.353747287,1854.265837000,340.827747400,98.703489910,23.073977320,286.331561100,449.013284500,74.554006070,2951.501413000,247.521238500
235,3.322520335,2124.342446000,1199.222753000,112.122685200,23.955414730,310.533881500,884.274955300,73.830973360,2079.362734000,180.498227700
236,1.687292482,2045.625257000,1440.039623000,99.188412760,20.675955380,245.699725900,238.901812700,73.719005640,2268.513805000,183.680043600
237,5.591741599,2121.579070000,923.668247700,121.713099400,21.809294430,289.772089500,134.349865500,74.192008210,2203.674811000,290.173269900
238,2.656641291,1950.144498000,1128.327540000,81.867012110,18.227443200,224.292510400,762.677317300,72.511568850,2403.003974000,279.908944500
239,3.550391883,1890.479542000,833.761683600,120.883527700,24.214292530,255.021608100,543.906512000,73.769248110,2249.948992000,208.168598000
240,3.188597678,1858.282913000,995.332550900,146.526394700,22.774299950,334.741102000,193.218568200,74.370233220,2429.687741000,240.321953800
241,3.705645632,1951.457319000,887.955304000,59.874648950,25.445306300,203.985295000,373.006911800,79.109123620,3054.883598000,220.185711300
242,4.447217118,1975.493358000,715.954628200,144.363995600,18.443924350,380.452874600,928.453715300,67.451489700,2413.836960000,301.309321700
243,2.819898414,1969.824015000,834.660745300,112.218245700,22.344556520,199.654080300,633.755931000,74.497504230,2513.212824000,214.135747900
244,2.862056460,1976.800187000,315.664738200,130.477891500,20.761965620,187.562352900,582.953980000,69.572034530,1850.787485000,170.883503500
245,3.331445746,1996.346200000,497.281059300,123.961879700,21.932321680,239.228944100,268.883809200,71.221146620,2492.548071000,111.074027600
246,3.771194725,1966.428855000,861.820421300,108.353708700,18.628565580,337.605398200,460.772122500,71.448982180,2278.278123000,222.605916900
247,1.979721969,2100.086722000,1019.876711000,141.602731500,20.181589720,323.305648400,818.274850900,74.256684070,2304.313891000,215.065843600
248,3.370618367,1987.384877000,322.028643500,104.936709500,20.032105630,301.077077400,453.919475100,71.819606000,1946.218959000,86.569522470
249,4.543065021,1968.722168000,137.285934000,143.458270700,23.029664440,294.890570100,564.054208400,77.888475860,3267.969502000,227.387251400
250,2.580988704,1833.199363000,611.199846400,144.738650000,21.784603990,262.123391100,43.704698680,74.770486660,2868.761037000,193.335187100
251,3.759258520,2172.246796000,97.236317220,112.401839500,25.605815250,281.467572000,391.677213500,72.838255720,2599.779668000,237.007233400
252,2.868744762,1977.688277000,149.382383500,95.931245760,26.896739190,251.076784400,188.700370200,75.658894890,2504.363939000,158.651713200
253,2.472985789,1968.192394000,861.743140500,119.231421200,22.483100270,270.084329800,639.549774800,68.880467960,2661.097170000,215.557148500
254,2.404249767,2021.893253000,800.133324800,115.274103100,21.114440500,304.761311700,742.737567900,68.951417890,2981.844691000,190.346773200
255,2.629945919,1967.017756000,282.402229800,121.412258700,19.684128120,222.357071400,118.304610400,75.095854190,2299.369632000,159.208097600
256,4.112223451,2042.568266000,125.933913500,76.342810530,24.146429780,328.914800000,737.653315200,71.714273990,1712.832474000,199.083546800
257,3.027268717,1959.011062000,916.441601100,17.740274560,21.965567520,279.518622700,508.912476800,74.278829350,3165.165801000,245.687212400
258,2.906383107,2013.083059000,989.043793300,108.013185100,22.370657400,258.991905000,32.863454520,71.146135270,3654.434359000,298.092880300
259,2.036236798,2122.541364000,1019.640533000,126.563215600,19.438795480,280.835410500,520.045083900,76.007114880,1388.849397000,144.279094700
260,4.642236142,1896.194305000,581.094071500,155.314445800,24.628883180,309.775502700,520.511064100,70.266007410,3660.450210000,183.274295600
261,3.899794794,1886.313221000,450.710656300,82.298583100,24.411475300,263.735688700,330.388464300,76.690828460,2864.341818000,190.272053800
262,2.344020642,2096.712613000,352.789412200,88.118196430,24.747175590,282.366447600,138.865950400,79.161414070,1036.856605000,191.863993200
263,3.134841739,1982.011195000,814.622757300,91.493812140,22.912465970,268.503874500,805.136485400,73.097492570,2186.781209000,199.311995300
264,2.894531185,2192.297637000,898.658995900,127.049451500,24.493248010,328.174535500,260.899790500,74.385739590,1822.735858000,249.479287900
265,1.874437741,1980.266919000,1194.444031000,129.261261600,21.521887860,301.127433700,165.776504200,70.517593030,2779.925405000,239.272824700
266,2.992387712,1972.176305000,1095.356619000,90.596583310,19.471183320,241.751384200,523.268849900,78.937199240,2974.470102000,187.852887200
267,1.798605259,2012.652044000,597.620504200,57.949780050,25.390283040,350.571319600,696.921023600,71.142255110,2816.041281000,227.924477300
268,2.418690506,1926.530923000,1064.104552000,98.406794250,24.902075900,271.126312500,87.685085050,77.748854900,1874.105009000,241.148854300
269,2.448142280,1966.733899000,431.352926000,146.831715500,23.084397000,298.971092200,218.383484300,79.696606170,2590.493514000,200.006492000
270,2.192099264,1935.162413000,1016.976050000,95.568748290,26.292663550,302.224870200,337.500700300,71.761062800,1071.123751000,210.661194600
271,3.524310798,1972.053816000,677.704062500,95.764071580,26.544122930,252.053612800,112.459564500,76.540168760,2229.631180000,225.957382800
272,1.145348638,1883.369148000,850.125800600,151.023237000,19.684810280,254.343818800,757.360947200,76.821418350,2301.123716000,255.347023100
273,1.704097381,1981.385336000,948.476050300,101.388796000,17.597990060,254.051210900,798.628523000,73.833984450,2099.729904000,134.477174100
274,2.793556979,2018.902014000,820.585760400,78.599934110,20.559280490,316.694669300,821.833311900,77.248585860,2753.359818000,147.566245400
275,4.109624437,1916.227811000,950.434139700,132.156772400,23.911458030,273.775326800,266.492473200,71.956038200,2060.985992000,302.894197900
276,2.820571073,1977.907503000,1281.233384000,64.019397100,23.645487480,329.299043500,314.037548800,73.832644840,3548.054731000,277.118039100
277,2.450474609,1854.894692000,709.430737900,100.471567300,20.709880060,290.397491000,219.573643700,79.145521870,3123.203166000,249.034435900
278,2.532322734,1999.044769000,1074.654861000,119.121467300,20.910834610,311.590218900,583.860101900,70.398561730,2127.901282000,156.575265100
279,4.434429062,2061.918771000,328.876625500,81.071392930,23.213218060,244.874100000,934.780245800,76.238258150,2995.952606000,178.066150500
280,3.678477418,2005.412966000,414.375363900,131.173357000,24.666327740,260.705547500,485.516113000,70.838306640,2482.710947000,283.367708400
281,3.405932188,2030.609895000,497.543723300,134.871106100,23.262426410,264.707699400,811.258098400,76.099696610,2868.713028000,220.646295900
282,2.483168280,1949.480232000,610.664035200,99.790786710,22.070878480,364.341247000,696.886542400,73.498093120,3052.430194000,313.982344500
283,2.173815327,1977.302956000,495.742464100,133.221866100,23.275622520,277.645391400,239.456053400,69.420007160,2971.013783000,279.281756600
284,5.425139474,2003.272119000,524.810109700,138.291706200,20.793664110,370.823575300,267.576436000,68.492113870,1837.316535000,226.136104700
285,3.864766451,1964.924431000,369.448792800,138.699165400,21.909672370,276.393919300,176.460142300,74.017914190,1630.317550000,307.352077400
286,2.979501423,1993.895160000,71.616770800,85.209924130,19.984567720,256.479710500,856.912395400,72.024493860,3005.031002000,161.525674300
287,3.183372431,1953.008677000,1409.793826000,63.548428010,24.861055400,225.514801700,633.151897600,73.551929300,2324.703278000,235.951687500
288,2.286131869,1905.904262000,859.607273900,77.060372560,22.001322000,249.849397900,500.767655400,76.020967610,2306.283398000,355.758696800
289,2.463313674,1825.270235000,701.757944400,134.327676200,22.854516720,338.558878900,325.480693000,76.536875430,1529.828575000,313.745170700
290,2.016285068,2035.718921000,310.248135100,109.902671600,22.892973880,196.323750600,730.915500900,73.513682770,2325.043546000,178.511006000
291,1.819682561,1980.605682000,845.085763200,122.859744400,27.519470530,318.390349800,402.447483900,70.617187280,2784.289491000,186.945958600
292,2.105152874,1840.635917000,750.627517300,138.653635300,20.176708510,272.644994100,951.623033000,78.872584030,2462.883243000,278.849730500
293,2.359900213,1958.082042000,601.979356700,79.952854900,20.676864030,276.198096300,673.154598700,74.555396940,2604.616498000,140.501979100
294,4.033174797,1926.383136000,137.059591500,114.452292600,23.458971780,276.251735000,322.060406100,69.729094650,2011.574567000,188.758362000
295,2.147299304,2005.392022000,403.345183600,128.091809400,22.226454650,264.720550000,139.830772600,66.052746620,2476.576893000,260.040398600
296,3.202767539,1911.931680000,955.175762200,77.952150900,20.968752770,310.726683200,330.922384100,77.106055860,1811.607492000,291.531021300
297,2.903232927,2013.100967000,784.799212600,114.294480900,21.949834490,213.654635600,252.957779200,76.809949930,3031.734390000,277.279707700
298,2.385108653,2129.059629000,589.782965900,70.760953650,14.254985500,302.043926500,676.050551900,76.472253530,2529.945213000,92.307158420
299,3.083405221,1995.465282000,723.597979800,118.768674400,26.744043400,266.068751500,168.177048700,74.231408150,2370.338363000,145.768723700
300,2.615309300,1958.899439000,652.472286700,109.271549800,21.347196400,223.953784600,503.090272700,76.370859060,1758.176203000,189.233097600
301,2.041420165,2037.971965000,636.829514200,135.866453400,19.714733450,305.537781100,734.734605800,72.990176530,2820.327742000,247.967303400
302,3.627405118,1991.091938000,652.401597900,130.853933800,20.732132260,234.500692400,353.471450900,73.390029220,2748.078194000,132.911273600
303,2.557485965,1899.213510000,1029.040289000,94.656767600,17.232201600,259.487883000,303.472252100,72.461390620,2312.890280000,180.329055100
304,3.223754083,1943.344566000,1162.575953000,88.730103010,25.275851620,338.595450600,388.991416000,76.439165540,3056.993289000,105.204624200
305,3.147750349,2048.119605000,731.867637500,110.261754400,22.322425670,248.520202100,330.952669600,70.361923710,2693.624433000,249.254895600
306,3.299960770,2077.823589000,703.271499000,114.100499700,20.700613930,312.980743800,1086.559909000,70.325532570,2419.732206000,215.939202800
307,2.366496645,2062.164657000,734.763984500,96.137102370,26.542400070,301.627550900,533.727103100,74.871778750,2010.602841000,203.850940900
308,2.187945170,1975.420548000,31.534591410,98.214899080,24.654335540,312.742047100,518.122918000,74.782272570,2004.835606000,342.978471700
309,4.643415107,1945.845330000,454.765953800,84.666648170,26.301389490,288.021292400,265.344838100,79.096112360,2590.898115000,188.892469500
310,4.474968063,1982.377729000,1152.883022000,102.653478300,20.069591770,257.782207500,814.741122400,78.629422080,2748.405735000,220.730316400
311,1.595284576,1895.084314000,539.966472400,151.843877100,21.630084130,311.756870700,760.993126400,69.384017030,2770.622771000,97.401813530
312,3.800243145,1960.113432000,951.319249700,80.523063100,22.013478450,358.323161500,100.178451900,72.477864870,2171.801563000,209.507672100
313,4.107085967,1989.461473000,678.579156800,98.431047480,20.888454460,294.194381100,444.498713800,71.949777720,1944.712515000,263.523445000
314,1.497759140,1885.577035000,484.934756600,104.334061500,21.904042410,251.560404500,799.130479600,72.803397920,2748.940902000,177.732790600
315,3.266472670,2031.435898000,1100.051662000,72.982087460,18.701543850,222.346500000,44.379783280,71.386446410,2582.967780000,191.693261800
316,3.572789512,1992.344782000,724.109184400,129.947267800,22.013615050,304.940980200,914.470728200,74.611651710,2657.574875000,164.448443200
317,2.930756829,2184.493200000,933.368211400,117.801565100,23.794065140,255.019718200,493.908897100,72.268947410,2617.869224000,191.079776100
318,3.739793703,2021.454222000,806.089943600,70.507348630,25.003380730,278.597025900,616.530480700,75.682626560,1143.210334000,169.459749200
319,3.113267118,2020.309903000,383.006898000,129.578767200,20.798848980,306.088190100,777.962700000,69.864261310,2160.777729000,290.986464500
320,3.307663486,1931.881912000,1110.896831000,62.620923790,25.334082130,294.211395600,362.407115400,76.493767780,2787.386492000,136.548331700
321,1.712783395,2025.824925000,969.323959500,121.921859300,21.346891580,270.082792900,682.208634800,71.010250330,1891.008204000,268.038681200
322,2.202032545,1905.172266000,828.691004000,67.342235010,19.525484890,173.484919900,269.230234300,71.841083470,2761.667212000,206.436425900
323,4.122581313,2122.848291000,554.000845800,127.542093300,24.581171410,299.961336400,823.370710600,75.963543470,2291.407954000,106.716579200
324,2.223337354,1929.584696000,444.184402200,123.687383900,20.520041280,292.678638500,469.436557200,71.090774660,1908.203759000,216.479290000
325,2.177306389,2104.054689000,925.331575200,92.618011440,15.695893800,298.930149800,1067.898470000,69.409453540,2825.427474000,218.946348200
326,2.995124747,1784.482245000,975.846909200,81.441620070,19.709615120,317.816859100,245.605827600,74.816763500,3427.325103000,215.742106400
327,3.310900143,1975.617983000,309.292413300,123.899944700,24.000738690,361.265523400,831.256244000,66.221233800,2168.302984000,135.266581600
328,3.358501607,2051.446463000,558.906899300,51.820667590,24.179274600,313.046102800,718.327307200,70.280326830,2069.061505000,174.141294500
329,4.525591573,2145.150156000,220.514857000,104.654774400,26.258185440,238.599429000,126.864940600,74.148570130,2607.261304000,205.832189100
330,1.483351661,1924.205209000,1228.224016000,96.563368580,19.803200600,276.318476400,677.951093500,76.175951660,2362.418794000,220.624186300
331,1.197595619,2021.635897000,1007.448062000,143.278274300,24.525649850,336.247048800,752.252490800,70.060483000,2474.420265000,197.826130000
332,2.686598447,1831.559944000,40.383455050,130.894546100,25.572153840,188.918673600,1151.117374000,72.076772970,3140.296960000,145.869678300
333,2.828984217,1983.145504000,950.679512500,61.074494210,22.922921870,278.850417900,955.745379600,69.748798990,2851.631846000,290.577049900
334,3.561484940,1977.213130000,406.477011000,84.946013050,23.076235090,246.969923200,510.817114900,69.783807630,3142.987138000,203.497740600
335,3.552901745,1884.778813000,392.869593200,124.743925000,18.726909130,263.059630600,319.200820200,72.279862090,3628.877193000,165.402757000
336,3.391008870,2023.785804000,723.921402200,136.901365000,21.650137610,327.402855600,726.627740300,72.509331890,2305.241225000,199.561589400
337,2.224519757,2049.933793000,639.456649000,109.438532600,20.175300100,320.157689500,215.472646100,69.467119830,2085.900710000,224.547176400
338,4.527204695,2010.426513000,888.191562500,93.031890930,24.447480060,287.532813100,274.459025600,75.339587740,2548.880772000,257.495722800
339,2.890203363,1980.301554000,587.823272400,130.165094300,25.237529590,246.067420700,212.518314200,76.452119240,2421.754959000,137.077689800
340,2.143968522,1807.595910000,361.022237800,176.918846000,22.959923780,275.341718000,122.478764600,73.544719590,2711.669582000,239.185654200
341,1.563170775,1984.395560000,1066.200342000,132.985798500,18.480269380,323.263870300,318.165864700,72.072364490,1637.085577000,260.051487800
342,2.994049390,1951.132521000,710.362300000,91.573475350,26.520359680,245.482782100,726.315206300,75.511555220,2674.798693000,240.801689600
343,2.334623804,1984.314513000,316.979375500,56.636567170,26.372175980,274.873467100,312.585303800,71.702668380,2122.101655000,195.297698800
344,3.163426939,2002.151042000,1115.353557000,113.386470000,20.552567790,328.968607800,578.486048300,72.566085890,2696.811740000,247.897398400
345,3.502063435,2074.527172000,431.023644100,110.420223200,23.882325440,248.807779300,699.725068900,73.087406680,3141.616040000,210.635530700
346,1.190538213,1965.695835000,785.238169600,99.186552150,22.155281590,305.373711600,976.488758200,76.986336500,2099.213943000,157.831852200
347,2.124424411,1970.726352000,546.816050900,167.744937300,20.326174340,274.433959200,351.029658900,74.445891420,2723.281123000,256.112081500
348,1.882908995,1905.942096000,730.830980500,117.729758400,23.805122940,288.606369800,377.545633500,68.606157150,2773.604435000,267.865431100
349,2.870681482,1984.839475000,923.084499300,117.290318600,20.555343610,233.417883900,1120.684970000,70.777963890,2347.009635000,108.342434900
350,4.748106469,1951.479449000,891.784984500,107.490334800,24.370940780,351.934879100,147.418317600,76.699221030,2707.411624000,303.756406400
351,1.457704052,1992.625582000,787.053615400,115.168415200,22.463266350,314.813200100,76.739850380,75.454590260,2715.674063000,317.257168800
352,3.604673852,2055.243403000,956.246863900,48.911476260,23.470463160,295.900590700,556.456044500,79.582957470,2622.990761000,234.299535100
353,2.696375636,1970.830855000,890.889508800,150.573161500,19.358206540,300.063373500,498.079196700,70.846359210,2539.447296000,200.336114600
354,2.748425931,1888.349132000,291.247479500,135.138172300,20.796940800,316.765598100,461.151094700,69.405975150,2348.286266000,90.509299500
355,4.275325337,1894.104387000,893.566405800,84.497760330,20.219763580,220.414118500,515.699789100,76.660835060,2576.011504000,214.105099800
356,2.908834700,2150.793053000,885.817285400,89.431008370,22.660341640,285.955223000,605.799717400,69.475780400,2696.469220000,267.320640200
357,2.661267126,1948.878616000,719.246538100,97.874782190,21.376260280,273.888845900,976.777577000,77.171209420,2414.507362000,162.998234300
358,3.324729612,2011.506008000,1201.382631000,101.010693800,19.425513160,301.276019900,262.312828200,75.336532500,1865.688833000,154.818884000
359,2.871561683,2021.754641000,674.198891200,109.246570600,21.132572760,283.556816800,534.460282700,77.825676640,1823.256512000,202.326146500
360,2.097010128,2013.208862000,429.919091600,62.743271910,23.961233320,248.849292700,322.220632200,71.758908770,2167.533030000,250.822178000
361,2.544191919,2062.918247000,718.492637600,119.924425100,21.043500510,237.911236400,223.049480200,76.398874960,2300.777919000,242.416874600
362,3.281520208,2015.704770000,695.741004900,122.273222300,20.646283590,364.872557700,904.623337600,66.522175020,2363.621230000,213.675598800
363,2.987213471,1906.384140000,41.026056260,123.701491900,23.290321640,273.857158700,39.819081360,72.124020220,2038.469587000,212.307711400
364,3.170439500,2048.585970000,1210.607454000,122.710723400,21.442178330,263.984441700,681.714387300,75.819722220,2896.345346000,256.737402100
365,2.375977259,1918.698103000,623.438575900,130.594071200,21.536946090,276.464482600,161.961969200,72.490782590,2790.299491000,257.147388500
366,1.165743498,2035.604007000,757.357274600,103.806542300,18.637128330,307.629517400,663.813298300,68.784661380,2563.179739000,133.378710800
367,2.717755013,2092.178750000,21.771993770,48.087114460,26.105166640,289.494400600,8.460317445,71.617030400,2680.194401000,212.637810900
368,3.048680866,1937.582253000,512.596699200,111.068471500,22.574465670,343.767621500,974.644539700,69.471516910,2180.474029000,163.704762200
369,3.607137774,1931.763858000,652.103312800,103.133200900,24.476396400,276.450352300,810.697829000,69.622224150,1950.165065000,202.786360900
370,2.802618407,1948.417954000,798.311454400,91.218698940,20.627115900,254.458478500,115.760106200,72.814830250,3323.638821000,104.137310800
371,2.488008745,2015.679146000,666.766663900,124.554647400,24.655512010,344.991999700,330.399266400,70.701845350,2190.631608000,244.314996400
372,2.533666029,1949.062865000,1013.706475000,138.336589000,24.131506720,275.093836800,160.513245400,73.726393530,3259.581376000,228.410493600
373,3.272958147,2033.502371000,622.501796800,91.070959350,21.453870080,260.824889300,395.170693300,78.914481180,2553.615831000,223.887246200
374,3.950501432,1910.632051000,700.907094700,152.821434000,22.333253810,235.940152300,143.030854400,68.830495740,2434.857214000,265.837277500
375,2.106887708,1914.089369000,963.748397400,58.710808600,23.813708430,278.612240000,793.402805500,82.682051040,1422.975753000,283.239742400
376,4.620886790,2017.040094000,1050.535971000,114.644485100,23.745495160,252.147541300,701.842768500,80.018777530,2170.596710000,232.531076300
377,2.403275394,1982.384109000,956.906660000,117.013695700,22.540928340,267.887908300,808.689664900,78.891287570,1741.146686000,240.184878500
378,0.463342036,1925.610616000,992.760435800,88.383136980,22.147629800,160.255842900,951.222629100,76.210115810,2781.540025000,127.652750800
379,2.958671608,1844.280835000,967.327724300,67.167620960,16.048978330,286.308107600,385.443289800,71.130371290,1957.342131000,253.519427500
380,1.988732184,2008.300311000,866.596263300,82.558627390,26.647004430,274.563206100,342.540268100,78.202731210,2407.873386000,235.171422600
381,2.736566371,2010.795406000,1047.328372000,130.531950900,22.316469960,302.271695600,347.433381600,69.039456490,2730.758242000,166.101173800
382,4.160825254,2034.313109000,561.772934800,102.180314800,19.277415710,286.626050700,785.987128500,74.547289330,2076.460084000,223.457810100
383,2.709713747,1963.169297000,766.471348800,135.144778800,24.693930260,222.276036200,376.967176000,73.677834030,1892.581263000,269.239866500
384,2.103972245,1900.221852000,416.024240100,120.934372500,21.292598810,304.935362700,28.221152680,73.448539600,2765.547153000,259.916472900
385,3.400159965,2028.453129000,1210.226312000,120.817855100,24.884998840,288.396662500,730.654568900,76.982122470,1750.377522000,128.685781800
386,2.728815905,2075.898989000,893.887157800,134.850126200,20.163735210,303.930764200,271.669942600,72.623384210,3003.335579000,354.958087800
387,3.578323451,1988.596676000,948.981344800,135.707494000,22.012105570,221.204295100,609.350655200,71.801781740,3817.269484000,344.718380900
388,3.666993325,2019.574351000,566.801799200,108.053039900,24.317106900,327.219188400,443.686025600,80.114266130,3320.951281000,219.198882200
389,2.503263013,1949.509055000,670.879921800,113.553444100,24.283080840,266.906499200,926.915589500,74.193796280,1938.360881000,252.151398200
390,4.415465197,2040.590803000,409.199726700,126.290840100,20.985293990,227.553330600,57.255920500,74.808548620,2191.285164000,213.571776800
391,1.067338679,1964.288205000,349.326632000,107.288383200,19.988543570,223.449061100,62.735025880,73.269940650,2269.070085000,226.838665900
392,2.496519078,2064.644261000,933.835041000,106.898372500,22.272399640,348.049051500,950.685384000,74.886839190,2694.586007000,330.728529200
393,4.027066327,1872.815982000,1198.866268000,90.671862160,23.607260360,333.341383800,27.536527510,74.064902530,1466.030660000,166.748846800
394,3.378918441,1944.606404000,894.037187600,113.008105100,20.087852300,250.633767300,589.883256800,70.191235190,2370.078697000,210.296111800
395,2.498732601,2057.949554000,334.480077100,91.281155060,22.520609380,266.544561900,271.233253400,77.039472220,3441.764986000,174.374938600
396,2.076998932,2032.742037000,717.818677000,124.593964200,25.273602440,320.232484700,310.654767200,74.037636540,3065.236326000,172.574106100
397,2.274592297,2036.669536000,734.164678600,93.292529110,21.158438780,308.050784000,530.889912700,69.338540710,2465.322110000,240.131490200
398,4.228051033,1839.671316000,316.027473200,155.778080700,25.369186740,359.642482700,132.448325300,71.324759860,2439.030558000,327.439665300
399,3.027069139,2095.716754000,920.762816600,105.778668000,20.532135210,244.476592900,859.432338100,72.429467320,2844.655510000,196.442031000
400,3.976956003,1957.161174000,842.692681400,97.573651280,22.130283560,263.032502800,184.476636400,73.667794010,2935.102229000,217.209743500
401,2.550062711,1938.288078000,943.907993200,100.610437600,17.624025250,312.425315500,857.491741600,77.653622720,1946.709931000,239.884043300
402,0.551508498,1934.555670000,470.619154500,119.503474300,23.095187200,332.123415300,396.847567800,73.797617730,2687.995919000,166.087941700
403,3.360842477,2012.879452000,1128.789470000,90.225540320,24.373783330,259.908897100,589.664505600,68.314524980,2793.783901000,184.908726900
404,3.563509419,1861.493546000,815.993641400,134.855987900,23.340665470,227.332974300,153.853594700,79.916184870,3089.128812000,343.515979700
405,3.547354333,1910.839317000,440.066615300,117.592718600,20.937038390,275.128248000,937.494238500,70.881400910,2501.813148000,291.453117300
406,3.940619487,1964.780616000,443.924975700,84.337635290,20.057060810,262.470547500,334.700978100,78.071651030,2174.615390000,255.304190700
407,2.386410369,1980.956452000,750.903827900,112.821548700,22.195377020,241.218582200,580.077567400,70.012395690,2413.385969000,108.299573200
408,1.678846435,1954.634295000,589.769160000,156.876798200,25.916763430,300.302814100,738.117478400,74.291906860,2273.032160000,245.629703200
409,3.723067521,1964.197325000,579.181805800,111.674659300,23.475917730,277.142021300,879.802463300,72.822999710,1876.135898000,141.418793600
410,4.131737144,1986.944561000,848.427446200,113.274521200,21.460808810,352.468941100,396.741073800,71.169399980,2427.562688000,334.882068400
411,1.273272519,1915.642767000,472.313295300,93.290976530,16.704107980,212.833055700,335.450013300,71.838551960,2478.484767000,149.807602400
412,2.885855155,1951.714931000,918.042452300,198.953207200,26.811284720,286.748809700,962.345526800,73.662131640,1379.568514000,178.357503700
413,2.241090439,1920.337789000,1199.071367000,78.204336140,22.816556010,296.431553000,599.496721200,69.847831170,3225.847835000,205.078857500
414,3.037696532,1928.471420000,1171.231218000,82.892371070,20.678069970,317.269938200,200.984977500,71.295043560,1929.646820000,300.749493400
415,3.758617750,2076.601526000,988.252271800,109.208157300,20.255439150,238.960295100,106.768278100,72.087794580,2919.916040000,132.867206500
416,3.065947131,2020.828331000,924.667791000,88.688126650,24.802379220,292.716588000,636.836531900,69.492433110,1799.493329000,205.620276600
417,2.827055495,2003.317070000,890.888308400,154.966324800,24.461729560,307.797290700,573.015309300,71.927506510,2570.365126000,232.183846900
418,3.341902349,1855.989682000,718.942243900,139.771326700,21.213265190,270.017185500,549.105258700,70.261053190,1996.025174000,164.099310500
419,5.040265171,1951.741603000,632.974268200,108.571611100,23.795589160,234.857805100,506.040031500,73.920038650,2645.789989000,294.088087300
420,3.638698870,2056.808647000,608.028344600,106.780903400,22.259406210,262.399851700,430.899259000,75.726918570,2052.933274000,301.009515500
421,4.072456904,2011.658204000,567.265176000,88.973765490,21.376906060,334.226498400,263.845168400,75.309657430,1837.495727000,241.986694900
422,3.122089265,1913.534937000,647.501920000,113.982339800,20.582837220,248.889910600,673.034447600,75.769946100,2566.678184000,191.785167300
423,2.930543165,1937.099504000,625.676634900,113.364497800,19.673847860,262.811604000,856.001451800,71.407147770,2722.301231000,130.318866100
424,2.469236735,1985.102980000,1466.595993000,115.221631600,19.097143460,266.827139500,491.457055400,75.010400850,3267.825527000,130.573915500
425,3.866804888,2002.021851000,1115.793713000,124.163870600,23.593714380,272.007970500,94.613684460,75.215191760,2236.869166000,217.344269300
426,1.750612519,2033.664073000,292.091965500,81.017478410,23.693207210,269.253574300,960.917085000,65.553335910,1817.644854000,172.281971500
427,4.073343907,2000.192995000,751.441920000,131.529481300,22.208464950,283.432980400,73.430795000,77.238628080,2705.819718000,223.967367600
